ticker,report_date,period_type,fiscal_year,fiscal_quarter,revenue,net_income,total_debt,total_assets,equity,operating_income,ebitda
SBER,2025-12-31,year,2025,,4389700,1705900,1180400,68814500,8346500,3487400,3556000
