ticker,report_date,period_type,fiscal_year,fiscal_quarter,revenue,net_income,total_debt,total_assets,equity,operating_income,ebitda
YDEX,2025-12-31,year,2025,,1441098,79579,269672,1368342,351216,173642,280834
