ticker,report_date,period_type,fiscal_year,fiscal_quarter,revenue,net_income,total_debt,total_assets,equity,operating_income,ebitda
MOEX,2025-12-31,year,2025,,78655.3,59390.7,870.9,13027819.1,269569.2,79339.1,87159
